class,feature,coefficient,feature_set,model_name,importance_gain,Cover,Frequency
H,tournament_lumpedSAFF.Cup,-0.07922043120192941,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedCCCF.Championship,0.023448681798335872,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedArab.Cup,-0.05030871842416748,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedWindward.Islands.Tournament,-0.049244047127226714,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
H,tournament_lumpedOther,0.07176273599099618,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,(Intercept),0.005834598232361827,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,rating_diff,-1.1246164821452313e-4,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_rating_pre_match,-3.760065888043606e-5,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_rating_pre_match,6.898804030422016e-5,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,neutral,-0.029530451004594276,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,is_friendly,0.03368072769697664,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,is_world_cup,-0.07126541568674781,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,is_world_cup_qualifier,-0.015911040840104505,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,is_continental_tournament,0.03798568279252743,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,is_continental_qualifier,0.006748703923270932,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_points_diff_last_5,0.005729420352285282,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_points_diff_last_10,0.006685314870562469,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_goal_diff_diff_last_5,-0.0029504446983033943,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_goal_diff_diff_last_10,0.0010958005221892665,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_goals_for_diff_last_5,-0.013983464381300912,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_goals_for_diff_last_10,0.007209793156227248,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_goals_against_diff_last_5,-0.003711155345216204,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_goals_against_diff_last_10,0.001917611764081014,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_draw_rate_mean_last_5,0.011567323163342023,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_draw_rate_mean_last_10,-0.030260261886090357,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_draw_rate_diff_last_5,-0.018088448009231452,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,form_draw_rate_diff_last_10,0.002886567952522381,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_prior_matches,9.526255140430317e-5,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_prior_matches,1.4581279890386938e-4,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_points_per_match_last_5,0.01927643562292273,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_points_per_match_last_5,0.008170543520491716,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_points_per_match_last_10,0.016898983891713515,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_points_per_match_last_10,0.0038587306855943585,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_goal_diff_per_match_last_5,-0.0010596551450736775,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_goal_diff_per_match_last_5,0.004085161491919716,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_goal_diff_per_match_last_10,0.00605382656101763,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_goal_diff_per_match_last_10,0.0033696559473524027,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_goals_for_per_match_last_5,-0.018269401223197312,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_goals_for_per_match_last_5,0.0030942577664798726,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_goals_for_per_match_last_10,-0.05384527787973607,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_goals_for_per_match_last_10,-0.06482474463670576,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_goals_against_per_match_last_5,-0.01315643989014899,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_goals_against_per_match_last_5,-0.00586353643860766,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_goals_against_per_match_last_10,-0.049998959025117,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_goals_against_per_match_last_10,-0.04633261929461729,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_draw_rate_last_5,-0.008863177586595081,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_draw_rate_last_5,0.022454343506508916,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,home_draw_rate_last_10,-0.015395833833727801,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,away_draw_rate_last_10,-0.020407167196738407,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedFriendly,0.03486972218681445,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedFIFA.World.Cup.qualification,-0.01563126672069182,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedUEFA.Euro.qualification,-0.05647645599745579,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAfrican.Cup.of.Nations.qualification,0.07535155203128217,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCopa.América,-0.03100648885603288,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedFIFA.World.Cup,-0.0699373421316509,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAfrican.Cup.of.Nations,-0.02703215502807633,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAFC.Asian.Cup.qualification,-0.07826515638744067,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCECAFA.Cup,-0.024539122109805543,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCFU.Caribbean.Cup.qualification,0.06835157632115677,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedMerdeka.Tournament,0.025646184095772833,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedBritish.Home.Championship,-0.006553381669850521,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedGulf.Cup,0.0498970024858129,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAsian.Games,-0.1962218691827148,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedGold.Cup,-0.19544429320394663,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedNordic.Championship,-0.053693150278668784,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAFC.Asian.Cup,0.12155921533470754,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCFU.Caribbean.Cup,-0.1390563666331588,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCOSAFA.Cup,0.11913632811674492,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAmílcar.Cabral.Cup,0.16571857890765473,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedUEFA.Euro,-0.09174117825485896,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedKing.s.Cup,0.04319893315730953,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedAFF.Championship,0.04906155229270128,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedSoutheast.Asian.Games,0.05214015519444495,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCONCACAF.Championship,0.11097243270020425,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedUNCAF.Cup,-0.033494083319900704,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedSouth.Pacific.Games,0.07902328300383596,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCONCACAF.Championship.qualification,0.199050398498596,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedKorea.Cup,-0.13038419961363684,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedConfederations.Cup,-0.3741553577767065,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedOceania.Nations.Cup,-0.616180809182363,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedSAFF.Cup,-0.10388619845945629,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedCCCF.Championship,-0.09547999442832332,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedArab.Cup,0.1038934244327906,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedWindward.Islands.Tournament,0.15917670930083166,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
D,tournament_lumpedOther,-0.004659589145950678,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,(Intercept),-0.4464264993497042,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,rating_diff,-0.0016751173124251578,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_rating_pre_match,-8.210415119827057e-4,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_rating_pre_match,7.667541224416185e-4,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,neutral,0.35055662013496086,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,is_friendly,0.03352997828560014,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,is_world_cup,0.06544074710063723,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,is_world_cup_qualifier,-0.0017593100360469409,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,is_continental_tournament,0.048780613083710254,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,is_continental_qualifier,0.05386238380154339,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_points_diff_last_5,0.008540576891007942,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_points_diff_last_10,0.05197905775123379,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_goal_diff_diff_last_5,-0.00622304781972255,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_goal_diff_diff_last_10,-0.01398866190555925,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_goals_for_diff_last_5,0.0024434201587452955,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_goals_for_diff_last_10,-6.631169013432787e-4,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_goals_against_diff_last_5,0.017154793314781026,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_goals_against_diff_last_10,0.032125910098428107,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_draw_rate_mean_last_5,-0.04047495881616348,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_draw_rate_mean_last_10,0.019364438341536387,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_draw_rate_diff_last_5,0.0317668983081788,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,form_draw_rate_diff_last_10,0.0011886885947637164,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_prior_matches,-2.9060078704043626e-4,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_prior_matches,4.233368832689969e-4,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_points_per_match_last_5,-0.009003254788209103,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_points_per_match_last_5,-0.021419914020550615,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_points_per_match_last_10,0.02719615258749293,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_points_per_match_last_10,-0.060868648097920704,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_goal_diff_per_match_last_5,-0.010308093778494405,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_goal_diff_per_match_last_5,0.0036155475971174126,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_goal_diff_per_match_last_10,-0.008933657148622199,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_goal_diff_per_match_last_10,0.01879845704239187,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_goals_for_per_match_last_5,-0.0018157736639582624,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_goals_for_per_match_last_5,-0.0028307271173973205,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_goals_for_per_match_last_10,0.044670221027427764,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_goals_for_per_match_last_10,0.048764336638114296,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_goals_against_per_match_last_5,0.021312288575307953,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_goals_against_per_match_last_5,-0.009658871634487615,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_goals_against_per_match_last_10,0.04970586291296883,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_goals_against_per_match_last_10,-0.005686285890562235,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_draw_rate_last_5,0.004094968599889606,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_draw_rate_last_5,-0.05012162661885391,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,home_draw_rate_last_10,0.009714113439154312,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,away_draw_rate_last_10,0.011394107875527406,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedFriendly,0.0344352270897017,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedFIFA.World.Cup.qualification,-1.2457618369731134e-4,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedUEFA.Euro.qualification,0.05925256440318108,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAfrican.Cup.of.Nations.qualification,-0.30231067078552054,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCopa.América,-0.022857916444736885,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedFIFA.World.Cup,0.06573586142592873,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAfrican.Cup.of.Nations,-6.938301975603471e-5,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAFC.Asian.Cup.qualification,-0.11889835897631314,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCECAFA.Cup,0.019968500982243887,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCFU.Caribbean.Cup.qualification,0.015512039692903698,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedMerdeka.Tournament,0.06525162404730032,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedBritish.Home.Championship,0.20615720740669058,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedGulf.Cup,0.08358826771752842,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAsian.Games,0.2607476890700132,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedGold.Cup,0.13498205289034576,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedNordic.Championship,0.1668023998913814,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAFC.Asian.Cup,-0.15032071085917542,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCFU.Caribbean.Cup,-0.010062054242226493,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCOSAFA.Cup,0.04856370796136305,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAmílcar.Cabral.Cup,-0.19025800594817843,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedUEFA.Euro,-7.975150442527404e-4,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedKing.s.Cup,-0.07179250760153076,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedAFF.Championship,0.03305515372296022,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedSoutheast.Asian.Games,-0.4825823660050732,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCONCACAF.Championship,-0.010651218912635025,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedUNCAF.Cup,-0.09145919126206789,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedSouth.Pacific.Games,0.15110146241342912,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCONCACAF.Championship.qualification,-0.04034385911626773,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedKorea.Cup,0.11992247937672704,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedConfederations.Cup,0.024137443293495237,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedOceania.Nations.Cup,0.43434442658593186,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedSAFF.Cup,0.1831066296613857,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedCCCF.Championship,0.07203131262998744,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedArab.Cup,-0.05358470600862312,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedWindward.Islands.Tournament,-0.10993266217360495,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
A,tournament_lumpedOther,-0.0671031468450455,rating_plus_form,glmnet_multinomial_ridge,NA,NA,NA
NA,rating_diff,NA,rating_plus_form,lightgbm,0.726230514140077,0.22711149959356897,0.16845382220684885
NA,neutral,NA,rating_plus_form,lightgbm,0.033684215597603796,0.04468957660336263,0.04750374726161651
NA,away_prior_matches,NA,rating_plus_form,lightgbm,0.02484050338760402,0.07462073959482761,0.07090971982013144
NA,away_rating_pre_match,NA,rating_plus_form,lightgbm,0.016601883590887143,0.022125285201672562,0.041969330104923326
NA,form_goal_diff_diff_last_10,NA,rating_plus_form,lightgbm,0.015885877725781636,0.01747877820085409,0.019601060763288367
NA,home_prior_matches,NA,rating_plus_form,lightgbm,0.015385457963847994,0.06280621616357769,0.057188977285829584
NA,home_rating_pre_match,NA,rating_plus_form,lightgbm,0.012835935456952522,0.021428826784393885,0.036665513663092356
NA,home_goals_against_per_match_last_10,NA,rating_plus_form,lightgbm,0.012412317345050522,0.02789459648938855,0.02040816326530612
NA,form_goals_against_diff_last_10,NA,rating_plus_form,lightgbm,0.010085816370182842,0.025710619372942122,0.024904877205119337
NA,form_points_diff_last_10,NA,rating_plus_form,lightgbm,0.008391433929218664,0.030581098200662335,0.031015796148968062
NA,form_goals_against_diff_last_5,NA,rating_plus_form,lightgbm,0.0072571443181303,0.026464297893774906,0.026634382566585957
NA,away_goals_against_per_match_last_10,NA,rating_plus_form,lightgbm,0.007174565831084302,0.020511073951476028,0.02121526576732388
NA,is_world_cup_qualifier,NA,rating_plus_form,lightgbm,0.006419836403680595,0.009625739724108323,0.015450247895768477
NA,away_goals_for_per_match_last_10,NA,rating_plus_form,lightgbm,0.006190472068177285,0.026584233168760088,0.02363657327337715
NA,tournament_lumpedAfrican.Cup.of.Nations.qualification,NA,rating_plus_form,lightgbm,0.0057617468561857585,0.018544923365604895,0.012798339674852992
NA,home_goals_for_per_match_last_10,NA,rating_plus_form,lightgbm,0.0054435324908302316,0.01576607646492772,0.019255159690995043
NA,form_goal_diff_diff_last_5,NA,rating_plus_form,lightgbm,0.004907679464596251,0.014437965732501728,0.0186786579038395
NA,form_goals_for_diff_last_10,NA,rating_plus_form,lightgbm,0.004510846959507069,0.019915209700204908,0.021561166839617202
NA,away_points_per_match_last_10,NA,rating_plus_form,lightgbm,0.004209410342497702,0.019224514091929452,0.018909258618701717
NA,home_goal_diff_per_match_last_5,NA,rating_plus_form,lightgbm,0.0040958667862584595,0.010338823590369745,0.016718551827510666
NA,home_points_per_match_last_10,NA,rating_plus_form,lightgbm,0.00408420946248292,0.018074527705928243,0.01821745647411507
NA,is_friendly,NA,rating_plus_form,lightgbm,0.004033486843206563,0.013137623579741697,0.013605442176870748
NA,home_goal_diff_per_match_last_10,NA,rating_plus_form,lightgbm,0.004022327915307434,0.0098690016616779265,0.01775625504439064
NA,away_goal_diff_per_match_last_5,NA,rating_plus_form,lightgbm,0.0038585831766092785,0.01469842685003891,0.016142050040355124
NA,away_goals_against_per_match_last_5,NA,rating_plus_form,lightgbm,0.0038410608132373983,0.013870775280894865,0.01349014181943964
NA,form_goals_for_diff_last_5,NA,rating_plus_form,lightgbm,0.003611301785479764,0.012353499067980389,0.014643145393750721
NA,home_goals_for_per_match_last_5,NA,rating_plus_form,lightgbm,0.0035338575351012646,0.011167711868525542,0.014989046466044044
NA,away_goals_for_per_match_last_5,NA,rating_plus_form,lightgbm,0.00314091121575995,0.017275141949970353,0.013720742534301856
NA,home_goals_against_per_match_last_5,NA,rating_plus_form,lightgbm,0.003098078495663678,0.0052012538648431575,0.011991237172835236
NA,form_points_diff_last_5,NA,rating_plus_form,lightgbm,0.003063892631770667,0.014238664337947847,0.014527845036319613
NA,away_goal_diff_per_match_last_10,NA,rating_plus_form,lightgbm,0.0030135461724999126,0.008626886829089823,0.013605442176870748
NA,away_points_per_match_last_5,NA,rating_plus_form,lightgbm,0.0025440749280020484,0.009753260997670755,0.011414735385679695
NA,home_points_per_match_last_5,NA,rating_plus_form,lightgbm,0.0024301232993418015,0.008862065534561987,0.01060763288366194
NA,form_draw_rate_diff_last_10,NA,rating_plus_form,lightgbm,0.002230717609685533,0.00899838401655854,0.010492332526230832
NA,tournament_lumpedOther,NA,rating_plus_form,lightgbm,0.0021690565808197763,0.004516397563035568,0.007263922518159807
NA,form_draw_rate_mean_last_10,NA,rating_plus_form,lightgbm,0.0021552173280256336,0.004722162993351911,0.010146431453937507
NA,form_draw_rate_mean_last_5,NA,rating_plus_form,lightgbm,0.001815526776318276,0.006079597753891643,0.00887812752219532
NA,tournament_lumpedSoutheast.Asian.Games,NA,rating_plus_form,lightgbm,0.0015628407176550032,0.01328498319580194,0.005534417156693186
NA,away_draw_rate_last_5,NA,rating_plus_form,lightgbm,0.001488528395122464,0.003639813115673907,0.006226219301279834
NA,home_draw_rate_last_5,NA,rating_plus_form,lightgbm,0.0012165349858479601,0.00659654212080449,0.00588031822898651
NA,tournament_lumpedCopa.América,NA,rating_plus_form,lightgbm,0.0011420992512835991,0.005021637817857803,0.0038049117952265654
NA,form_draw_rate_diff_last_5,NA,rating_plus_form,lightgbm,0.0011378404671951964,0.0059582472758105375,0.0057650178715554015
NA,tournament_lumpedBritish.Home.Championship,NA,rating_plus_form,lightgbm,0.001063965017667755,0.0071920493839072695,0.003920212152657673
NA,home_draw_rate_last_10,NA,rating_plus_form,lightgbm,0.0010204547841926026,0.0019316629788938904,0.006341519658710942
NA,is_continental_tournament,NA,rating_plus_form,lightgbm,9.112257167920584e-4,8.466994378405316e-4,0.004842615012106538
NA,is_continental_qualifier,NA,rating_plus_form,lightgbm,8.246901566273522e-4,0.0013973281883518534,0.0025366078634843766
NA,tournament_lumpedAsian.Games,NA,rating_plus_form,lightgbm,7.414168339281114e-4,0.006937835559316058,0.002651908220915485
NA,away_draw_rate_last_10,NA,rating_plus_form,lightgbm,7.20915844648446e-4,0.0013621776033476923,0.003574311080364349
NA,tournament_lumpedFIFA.World.Cup.qualification,NA,rating_plus_form,lightgbm,5.758624189586275e-4,7.21065101739333e-4,0.0010377032168799724
NA,tournament_lumpedAFC.Asian.Cup.qualification,NA,rating_plus_form,lightgbm,4.2268795397775816e-4,0.003739132323937388,0.0018448057188977286
NA,tournament_lumpedAmílcar.Cabral.Cup,NA,rating_plus_form,lightgbm,3.926386563165211e-4,0.004328787530994861,0.0018448057188977286
NA,is_world_cup,NA,rating_plus_form,lightgbm,3.0102125512956917e-4,0.0038341549246033338,0.0017295053614666206
NA,tournament_lumpedFriendly,NA,rating_plus_form,lightgbm,2.6578863210226743e-4,3.139455949011482e-4,9.224028594488643e-4
NA,tournament_lumpedUEFA.Euro.qualification,NA,rating_plus_form,lightgbm,2.1876347862922205e-4,5.69969859488947e-4,8.071025020177562e-4
NA,tournament_lumpedConfederations.Cup,NA,rating_plus_form,lightgbm,1.9875192311413927e-4,0.003348166531716639,0.0011530035743110803
NA,tournament_lumpedNordic.Championship,NA,rating_plus_form,lightgbm,1.8615875932642407e-4,0.0024196913041711057,9.224028594488643e-4
NA,tournament_lumpedGold.Cup,NA,rating_plus_form,lightgbm,1.3592372924046799e-4,0.0018537885598857598,8.071025020177562e-4
NA,tournament_lumpedCONCACAF.Championship.qualification,NA,rating_plus_form,lightgbm,1.2918718323042284e-4,0.002660926058927629,9.224028594488643e-4
NA,tournament_lumpedGulf.Cup,NA,rating_plus_form,lightgbm,1.2694498773300792e-4,0.001707665652837268,6.918021445866483e-4
NA,tournament_lumpedCFU.Caribbean.Cup.qualification,NA,rating_plus_form,lightgbm,6.292271121707887e-5,4.943521156878297e-4,2.3060071486221607e-4
NA,tournament_lumpedCFU.Caribbean.Cup,NA,rating_plus_form,lightgbm,5.103652124492544e-5,9.96532471924283e-4,3.459010722933241e-4
NA,tournament_lumpedMerdeka.Tournament,NA,rating_plus_form,lightgbm,4.161444306056918e-5,7.996534970841461e-5,1.1530035743110804e-4
NA,tournament_lumpedAFC.Asian.Cup,NA,rating_plus_form,lightgbm,3.24638563585973e-5,6.696715550756501e-4,2.3060071486221607e-4
NA,tournament_lumpedCECAFA.Cup,NA,rating_plus_form,lightgbm,2.7055484567984626e-5,1.427315194492509e-4,1.1530035743110804e-4
NA,tournament_lumpedCOSAFA.Cup,NA,rating_plus_form,lightgbm,1.4819114634737399e-5,3.368565855621847e-4,1.1530035743110804e-4
NA,tournament_lumpedKorea.Cup,NA,rating_plus_form,lightgbm,1.4817122731177335e-5,3.0814453716560474e-4,1.1530035743110804e-4
D,(Intercept),-0.5657510219804007,rating_plus_form_plus_goalscorers,multinom,NA,NA,NA
D,rating_diff,-0.0021514274694355916,rating_plus_form_plus_goalscorers,multinom,NA,NA,NA
D,home_rating_pre_match,-0.0010587767944510882,rating_plus_form_plus_goalscorers,multinom,NA,NA,NA
